121.032574466,14.5987354681,Metropolitan Manila,Metropolitan Manila,Metropolitan Manila,0.046767,2.045105,121.032574,14.598735
123.6887419216,8.3250514928,Misamis Occidental,Misamis Occidental,Northern Mindanao (Region X),0.155557,2.384841,123.688742,8.325051
124.8115370748,8.6464845967,Misamis Oriental,Misamis Oriental,Northern Mindanao (Region X),0.273512,4.572461,124.811537,8.646485
121.132380004,17.100477981,Mountain Province,Mountain Province,Cordillera Administrative Region (CAR),0.180722,2.314695,121.13238,17.100478
122.9847792549,10.3015883576,Negros Occidental,Negros Occidental,Western Visayas (Region VI),0.644788,7.006108,122.984779,10.301588
123.038816773,9.6015021048,Negros Oriental,Negros Oriental,Central Visayas (Region VII),0.411699,4.407548,123.038817,9.601502
124.8519503851,7.2147212932,North Cotabato,North Cotabato,SOCCSKSARGEN (Region XII),0.520573,5.215937,124.85195,7.214721
124.7898793625,12.4134375304,Northern Samar,Northern Samar,Eastern Visayas (Region VIII),0.282185,8.308878,124.789879,12.413438
121.0225796485,15.6175107776,Nueva Ecija,Nueva Ecija,Central Luzon (Region III),0.461444,3.365607,121.02258,15.617511
121.1511791927,16.3117937844,Nueva Vizcaya,Nueva Vizcaya,Cagayan Valley (Region II),0.33175,3.159026,121.151179,16.311794
120.8887163405,12.977118432,Occidental Mindoro,Occidental Mindoro,MIMAROPA (Region IV-B),0.49285,7.896074,120.888716,12.977118
121.2632446079,12.9625048423,Oriental Mindoro,Oriental Mindoro,MIMAROPA (Region IV-B),0.353264,5.59566,121.263245,12.962505
118.7524208309,9.9884440326,Palawan,Palawan,MIMAROPA (Region IV-B),1.19893,47.672274,118.752421,9.988444
120.6651431601,15.0571235115,Pampanga,Pampanga,Central Luzon (Region III),0.189129,2.75086,120.665143,15.057124
120.3116441848,16.0003315946,Pangasinan,Pangasinan,Ilocos Region (Region I),0.438444,6.429215,120.311644,16.000332
121.9689313885,14.1623466139,Quezon,Quezon,CALABARZON (Region IV-A),0.699997,16.408732,121.968931,14.162347
121.5888103432,16.2921534298,Quirino,Quirino,Cagayan Valley (Region II),0.261984,2.72921,121.58881,16.292153
121.2700876505,14.6286157668,Rizal,Rizal,CALABARZON (Region IV-A),0.106367,2.619255,121.270088,14.628616
122.2328580741,12.4375012096,Romblon,Romblon,MIMAROPA (Region IV-B),0.110262,5.058056,122.232858,12.437501
124.9405473458,11.8428112034,Samar,Samar,Eastern Visayas (Region VIII),0.451465,10.951241,124.940547,11.842811
125.1469906493,6.0215342857,Sarangani,Sarangani,SOCCSKSARGEN (Region XII),0.264988,4.767129,125.146991,6.021534
124.2418520931,7.1762172058,Shariff Kabunsuan,Shariff Kabunsuan,Autonomous Region of Muslim Mindanao (ARMM),0.187601,4.01842,124.241852,7.176217
123.5884159376,9.1850765545,Siquijor,Siquijor,Central Visayas (Region VII),0.026403,0.861448,123.588416,9.185077
123.9290188907,12.85392564,Sorsogon,Sorsogon,Bicol Region (Region V),0.16585,5.626915,123.929019,12.853926
124.8460061195,6.2825458228,South Cotabato,South Cotabato,SOCCSKSARGEN (Region XII),0.35535,3.493977,124.846006,6.282546
125.0522379885,10.2923634119,Southern Leyte,Southern Leyte,Eastern Visayas (Region VIII),0.138974,3.637018,125.052238,10.292363
124.4742448043,6.5459969936,Sultan Kudarat,Sultan Kudarat,SOCCSKSARGEN (Region XII),0.363592,4.617787,124.474245,6.545997
121.0504933687,5.9557002921,Sulu,Sulu,Autonomous Region of Muslim Mindanao (ARMM),0.127309,12.851924,121.050493,5.9557
125.7326000675,9.6628511237,Surigao del Norte,Surigao del Norte,Caraga (Region XIII),0.172803,9.631021,125.7326,9.662851
126.1043850864,8.8214754817,Surigao del Sur,Surigao del Sur,Caraga (Region XIII),0.354085,8.329183,126.104385,8.821475
120.4787251442,15.4788141486,Tarlac,Tarlac,Central Luzon (Region III),0.253924,2.437744,120.478725,15.478814
119.8610000086,5.2620534597,Tawi-Tawi,Tawi-Tawi,Autonomous Region of Muslim Mindanao (ARMM),0.096272,10.105006,119.861,5.262053
120.1437059658,15.288580156,Zambales,Zambales,Central Luzon (Region III),0.307648,4.561831,120.143706,15.28858
122.8130128545,8.0520180498,Zamboanga del Norte,Zamboanga del Norte,Zamboanga Peninsula (Region IX),0.524341,6.8984,122.813013,8.052018
122.9928589413,7.6735164004,Zamboanga del Sur,Zamboanga del Sur,Zamboanga Peninsula (Region IX),0.433954,8.604175,122.992859,7.673516
122.7134134165,7.6777987828,Zamboanga Sibugay,Zamboanga Sibugay,Zamboanga Peninsula (Region IX),0.222481,6.034394,122.713413,7.677799
